318032,330498,341237,351961,351485,354203,362354,372474,364988,358451,353295,356875,346084,338473,324729,320136,312196,308481,317299,329605,343299,350146,363299,368538,367439,379476,378348,386287,397627,391384,383561,385056,372291,380182,379462,367496,369690,368265,371334,372326,359127,335868,330048,334463,340690,345438,360139,374925,383998,374793,382825,382177,388890,385907,387129,383317,373848,365399,351591,335458,326766,319229,305649,294176,281418,279798,275399,264766,265055,267782,274011,286743,309763,235096,224537,220465,199616,173892,152100,154637,148853,139989,127560,115258,103797,89716,79284,70627,60819,50404,166234
300826,313558,324359,334174,333507,336919,344388,355464,347216,341749,336438,338878,327705,322455,309314,304454,295300,290912,301574,310275,324830,329430,343669,346904,350309,361180,364387,379124,384736,378860,379105,386611,380646,380499,380541,373947,377262,376800,377977,378545,362127,336646,331751,338783,344794,351131,365461,380281,394731,384915,393753,392996,396581,398167,399036,394299,384817,374686,361033,346203,337691,329792,317256,305076,294782,295946,290651,283061,284178,290104,295606,311295,335315,258165,248795,245774,227591,201831,179947,184833,180860,172748,161532,150373,138943,125011,114723,106772,96951,85471,351039
